time,member_id,TREFHT
1920-01-01 00:00:00,12,279.6284280312972
1920-01-02 00:00:00,12,279.414871971144
1920-01-03 00:00:00,12,280.13404910172073
1920-01-04 00:00:00,12,278.79113079771037
1920-01-05 00:00:00,12,279.25466875013296
1920-01-06 00:00:00,12,283.0090583986604
1920-01-07 00:00:00,12,280.11444152163756
1920-01-08 00:00:00,12,283.1198094083172
1920-01-09 00:00:00,12,284.5382572192714
1920-01-10 00:00:00,12,281.96295240423
1920-01-11 00:00:00,12,280.45875994934556
1920-01-12 00:00:00,12,278.4036263431949
1920-01-13 00:00:00,12,280.3799084901892
1920-01-14 00:00:00,12,279.003490908406
1920-01-15 00:00:00,12,277.15264164446285
1920-01-16 00:00:00,12,279.6111339584479
1920-01-17 00:00:00,12,275.8784407055223
1920-01-18 00:00:00,12,275.6701659567847
1920-01-19 00:00:00,12,277.56784223389906
1920-01-20 00:00:00,12,278.58410553016813
1920-01-21 00:00:00,12,275.67392732151256
1920-01-22 00:00:00,12,275.00817029471204
1920-01-23 00:00:00,12,276.97767284746993
1920-01-24 00:00:00,12,276.6857585348475
1920-01-25 00:00:00,12,277.2649885961898
1920-01-26 00:00:00,12,279.53013664794037
1920-01-27 00:00:00,12,278.97667130375186
1920-01-28 00:00:00,12,277.9356554687878
1920-01-29 00:00:00,12,276.6279186779095
1920-01-30 00:00:00,12,277.5470400234002
1920-01-31 00:00:00,12,279.20815816789684
1920-02-01 00:00:00,12,280.1853752700939
1920-02-02 00:00:00,12,282.3090833449322
1920-02-03 00:00:00,12,279.40127426006535
1920-02-04 00:00:00,12,283.22760435312966
1920-02-05 00:00:00,12,281.91695284998866
1920-02-06 00:00:00,12,282.58911487552416
1920-02-07 00:00:00,12,277.6805284634472
1920-02-08 00:00:00,12,277.61993179080673
1920-02-09 00:00:00,12,281.69943767174595
1920-02-10 00:00:00,12,280.49749254429094
1920-02-11 00:00:00,12,279.42806481845935
1920-02-12 00:00:00,12,279.20350213339555
1920-02-13 00:00:00,12,277.27731772344873
1920-02-14 00:00:00,12,279.03480497204725
1920-02-15 00:00:00,12,279.2840460901974
1920-02-16 00:00:00,12,277.1648002811037
1920-02-17 00:00:00,12,276.4666907938196
1920-02-18 00:00:00,12,276.58380282711704
1920-02-19 00:00:00,12,278.0608919741295
1920-02-20 00:00:00,12,278.8278881932142
1920-02-21 00:00:00,12,279.61481390786764
1920-02-22 00:00:00,12,279.46591364658195
1920-02-23 00:00:00,12,280.172669538338
1920-02-24 00:00:00,12,280.71696681696653
1920-02-25 00:00:00,12,279.54737786611054
1920-02-26 00:00:00,12,279.8176127086362
1920-02-27 00:00:00,12,280.51653200325836
1920-02-28 00:00:00,12,279.35808215825136
1920-03-01 00:00:00,12,278.20787223169935
1920-03-02 00:00:00,12,279.03082815034526
1920-03-03 00:00:00,12,280.20942420171895
1920-03-04 00:00:00,12,279.3503704389664
1920-03-05 00:00:00,12,280.5858473914491
1920-03-06 00:00:00,12,282.3741174575315
1920-03-07 00:00:00,12,282.8093210483564
1920-03-08 00:00:00,12,281.81117952225316
1920-03-09 00:00:00,12,281.4746224629697
1920-03-10 00:00:00,12,279.9538092849557
1920-03-11 00:00:00,12,279.12049925966335
1920-03-12 00:00:00,12,279.2742076489642
1920-03-13 00:00:00,12,282.20906060340457
1920-03-14 00:00:00,12,282.96953092874276
1920-03-15 00:00:00,12,284.0225338690693
1920-03-16 00:00:00,12,283.98980981366833
1920-03-17 00:00:00,12,283.60518555688475
1920-03-18 00:00:00,12,283.60807206022116
1920-03-19 00:00:00,12,283.82573474731987
1920-03-20 00:00:00,12,284.82395559981705
1920-03-21 00:00:00,12,283.3087694351327
1920-03-22 00:00:00,12,281.87931913401263
1920-03-23 00:00:00,12,281.7375931280686
1920-03-24 00:00:00,12,280.48068439548564
1920-03-25 00:00:00,12,283.7083547734296
1920-03-26 00:00:00,12,283.2409405008465
1920-03-27 00:00:00,12,284.4216360512165
1920-03-28 00:00:00,12,285.92320978912846
1920-03-29 00:00:00,12,286.53035337130734
1920-03-30 00:00:00,12,282.12487326187454
1920-03-31 00:00:00,12,280.0040806381437
1920-04-01 00:00:00,12,280.49886655960665
1920-04-02 00:00:00,12,282.9140759797058
1920-04-03 00:00:00,12,284.01463567135215
1920-04-04 00:00:00,12,278.70637620042646
1920-04-05 00:00:00,12,276.7586807482743
1920-04-06 00:00:00,12,276.77119647817403
1920-04-07 00:00:00,12,277.1054786776853
1920-04-08 00:00:00,12,277.8220466653741
1920-04-09 00:00:00,12,281.61245585462984
1920-04-10 00:00:00,12,281.6585449377619
1920-04-11 00:00:00,12,281.2186593263626
1920-04-12 00:00:00,12,283.2915226287797
1920-04-13 00:00:00,12,284.22393405610615
1920-04-14 00:00:00,12,283.1810860350049
1920-04-15 00:00:00,12,283.08923991349684
1920-04-16 00:00:00,12,282.6716502570316
1920-04-17 00:00:00,12,283.46116277302025
1920-04-18 00:00:00,12,283.81325142356707
1920-04-19 00:00:00,12,283.5855652962715
1920-04-20 00:00:00,12,284.2056710173722
1920-04-21 00:00:00,12,282.1267053389763
1920-04-22 00:00:00,12,281.86314417201527
1920-04-23 00:00:00,12,282.393726000715
1920-04-24 00:00:00,12,281.7851247793395
1920-04-25 00:00:00,12,283.42400058371567
1920-04-26 00:00:00,12,285.3903390066581
1920-04-27 00:00:00,12,286.54828185802063
1920-04-28 00:00:00,12,281.6292286452486
